ts_ns,tau_s,btc_microprice,btc_bid,btc_ask,yes_bid,yes_ask,yes_mid,floor_strike,window_ticker
1778122189197720700,610.8,81054.99,81054.99,81055.00,0.8300,0.8400,0.8350,80976.91,KXBTC15M-26MAY062300-00
1778122190210727000,609.8,81054.99,81054.99,81055.00,0.8300,0.8400,0.8350,80976.91,KXBTC15M-26MAY062300-00
1778122191222872700,608.8,81054.99,81054.99,81055.00,0.8300,0.8400,0.8350,80976.91,KXBTC15M-26MAY062300-00
1778122192238319400,607.8,81054.99,81054.99,81055.00,0.8300,0.8400,0.8350,80976.91,KXBTC15M-26MAY062300-00
1778122193245811900,606.8,81054.99,81054.99,81055.00,0.8300,0.8400,0.8350,80976.91,KXBTC15M-26MAY062300-00
1778122194246392700,605.8,81054.99,81054.99,81055.00,0.8300,0.8400,0.8350,80976.91,KXBTC15M-26MAY062300-00
1778122195248367100,604.8,81055.00,81054.99,81055.00,0.8300,0.8400,0.8350,80976.91,KXBTC15M-26MAY062300-00
1778122196258612100,603.7,81054.99,81054.99,81055.00,0.8300,0.8400,0.8350,80976.91,KXBTC15M-26MAY062300-00
1778122197270416100,602.7,81054.99,81054.99,81055.00,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122198282169100,601.7,81054.99,81054.99,81055.00,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122199293640200,600.7,81054.99,81054.99,81055.00,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122200306739200,599.7,81054.99,81054.99,81055.00,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122201315468800,598.7,81054.99,81054.99,81055.00,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122202316672300,597.7,81055.00,81054.99,81055.00,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122203331298600,596.7,81048.01,81048.00,81048.01,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122204344953000,595.7,81048.01,81048.00,81048.01,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122205359577500,594.6,81048.01,81048.00,81048.01,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122206361869600,593.6,81048.01,81048.00,81048.01,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122207362019900,592.6,81048.01,81048.00,81048.01,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122208367043500,591.6,81049.69,81049.68,81049.69,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122209368751600,590.6,81049.69,81049.68,81049.69,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122210381904700,589.6,81049.69,81049.68,81049.69,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122211395698100,588.6,81051.08,81051.07,81051.08,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122212397693600,587.6,81051.08,81051.07,81051.08,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122213408866200,586.6,81051.08,81051.07,81051.08,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122214422083700,585.6,81051.08,81051.07,81051.08,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122215437153100,584.6,81054.99,81054.99,81055.00,0.8200,0.8300,0.8250,80976.91,KXBTC15M-26MAY062300-00
1778122216442167800,583.6,81055.00,81054.99,81055.00,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122217457504200,582.5,81055.00,81054.99,81055.00,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122218468094900,581.5,81054.99,81054.99,81055.00,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122219475574800,580.5,81054.99,81054.99,81055.00,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122220489633500,579.5,81054.99,81054.99,81055.00,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122221489714600,578.5,81054.99,81054.99,81055.00,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122222498901100,577.5,81051.40,81051.40,81051.41,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122223500638000,576.5,81051.40,81051.40,81051.41,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122224514051600,575.5,81051.40,81051.40,81051.41,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122225528293200,574.5,81051.40,81051.40,81051.41,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122226541108900,573.5,81051.40,81051.40,81051.41,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122227552418900,572.4,81051.41,81051.40,81051.41,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122228563737300,571.4,81051.41,81051.40,81051.41,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122229567282100,570.4,81051.41,81051.40,81051.41,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122230577726300,569.4,81051.41,81051.40,81051.41,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122231588220400,568.4,81051.41,81051.40,81051.41,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122232601917000,567.4,81051.40,81051.40,81051.41,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122233615104600,566.4,81048.00,81048.00,81048.01,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122234629731100,565.4,81035.72,81035.72,81035.73,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122235645074100,564.4,81035.73,81035.72,81035.73,0.8400,0.8500,0.8450,80976.91,KXBTC15M-26MAY062300-00
1778122236646159500,563.4,81035.73,81035.72,81035.73,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122237659883400,562.3,81035.73,81035.72,81035.73,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122238671467200,561.3,81035.73,81035.72,81035.73,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122239684541900,560.3,81035.73,81035.72,81035.73,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122240686790000,559.3,81035.73,81035.72,81035.73,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122241701336500,558.3,81035.73,81035.72,81035.73,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122242714973700,557.3,81035.73,81035.72,81035.73,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122243730200700,556.3,81035.73,81035.72,81035.73,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122244745084800,555.3,81035.73,81035.72,81035.73,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122245745316000,554.3,81035.73,81035.72,81035.73,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122246745946400,553.3,81035.73,81035.72,81035.73,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122247754196000,552.2,81035.73,81035.72,81035.73,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122248767938800,551.2,81035.73,81035.72,81035.73,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122249781571700,550.2,81035.73,81035.72,81035.73,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122250796631300,549.2,81035.73,81035.72,81035.73,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122251807270900,548.2,81030.97,81030.96,81030.97,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122252822290700,547.2,81030.97,81030.96,81030.97,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122253824826400,546.2,81030.97,81030.96,81030.97,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122254838358500,545.2,81030.97,81030.96,81030.97,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122255838941800,544.2,81030.97,81030.96,81030.97,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122256851553800,543.1,81031.00,81030.99,81031.00,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122257853974800,542.1,81032.09,81032.08,81032.09,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122258856817600,541.1,81032.09,81032.08,81032.09,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122259856946800,540.1,81032.09,81032.08,81032.09,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122260857244800,539.1,81032.09,81032.08,81032.09,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122261858508700,538.1,81032.09,81032.08,81032.09,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122262872384100,537.1,81032.09,81032.08,81032.09,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122263887614000,536.1,81032.09,81032.08,81032.09,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122264898827900,535.1,81032.09,81032.08,81032.09,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122265913147400,534.1,81032.12,81032.11,81032.12,0.8000,0.8100,0.8050,80976.91,KXBTC15M-26MAY062300-00
1778122266914367000,533.1,81033.53,81033.52,81033.53,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122267927084400,532.1,81033.53,81033.52,81033.53,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122268939899200,531.1,81033.53,81033.52,81033.53,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122269954889800,530.0,81033.53,81033.52,81033.53,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122270969568500,529.0,81035.02,81035.01,81035.02,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122271984608000,528.0,81035.02,81035.01,81035.02,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122272997074000,527.0,81035.02,81035.01,81035.02,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122273998477800,526.0,81044.93,81044.92,81044.93,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122275008512300,525.0,81044.93,81044.92,81044.93,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122276022270800,524.0,81044.93,81044.92,81044.93,0.8100,0.8200,0.8150,80976.91,KXBTC15M-26MAY062300-00
1778122277036475000,523.0,81044.93,81044.92,81044.93,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122278050560400,521.9,81044.93,81044.92,81044.93,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122279063740400,520.9,81044.93,81044.92,81044.93,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122280079308400,519.9,81044.93,81044.92,81044.93,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122281082541700,518.9,81044.93,81044.92,81044.93,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122282087087600,517.9,81044.93,81044.92,81044.93,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122283091910900,516.9,81044.93,81044.92,81044.93,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122284093568700,515.9,81049.20,81049.19,81049.20,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122285094103600,514.9,81049.19,81049.19,81049.20,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122286107157300,513.9,81049.19,81049.19,81049.20,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122287117509200,512.9,81049.20,81049.19,81049.20,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122288131266600,511.9,81049.20,81049.19,81049.20,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122289145562900,510.9,81049.20,81049.19,81049.20,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122290159834000,509.8,81049.20,81049.19,81049.20,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122291167683500,508.8,81049.20,81049.19,81049.20,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122292167954600,507.8,81049.20,81049.19,81049.20,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122293179472400,506.8,81049.20,81049.19,81049.20,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122294179933900,505.8,81049.19,81049.19,81049.20,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122295190837100,504.8,81049.19,81049.19,81049.20,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122296205309800,503.8,81049.19,81049.19,81049.20,0.8500,0.8600,0.8550,80976.91,KXBTC15M-26MAY062300-00
1778122297208575200,502.8,81049.19,81049.19,81049.20,0.8600,0.8700,0.8650,80976.91,KXBTC15M-26MAY062300-00
1778122298221604000,501.8,81049.19,81049.19,81049.20,0.8600,0.8700,0.8650,80976.91,KXBTC15M-26MAY062300-00
1778122299235501500,500.8,81049.20,81049.19,81049.20,0.8600,0.8700,0.8650,80976.91,KXBTC15M-26MAY062300-00
1778122300245437900,499.8,81049.19,81049.19,81049.20,0.8600,0.8700,0.8650,80976.91,KXBTC15M-26MAY062300-00
1778122301247216100,498.8,81049.19,81049.19,81049.20,0.8600,0.8700,0.8650,80976.91,KXBTC15M-26MAY062300-00
1778122302260802400,497.7,81049.20,81049.19,81049.20,0.8600,0.8700,0.8650,80976.91,KXBTC15M-26MAY062300-00
1778122303274670400,496.7,81049.20,81049.19,81049.20,0.8600,0.8700,0.8650,80976.91,KXBTC15M-26MAY062300-00
1778122304290513300,495.7,81049.20,81049.19,81049.20,0.8600,0.8700,0.8650,80976.91,KXBTC15M-26MAY062300-00
1778122305302311700,494.7,81049.20,81049.19,81049.20,0.8600,0.8700,0.8650,80976.91,KXBTC15M-26MAY062300-00
1778122306316887200,493.7,81049.20,81049.19,81049.20,0.8600,0.8700,0.8650,80976.91,KXBTC15M-26MAY062300-00
1778122307330578200,492.7,81049.19,81049.19,81049.20,0.8800,0.8900,0.8850,80976.91,KXBTC15M-26MAY062300-00
1778122308343807100,491.7,81045.01,81045.00,81045.01,0.8800,0.8900,0.8850,80976.91,KXBTC15M-26MAY062300-00
1778122309345284600,490.7,81045.01,81045.00,81045.01,0.8800,0.8900,0.8850,80976.91,KXBTC15M-26MAY062300-00
1778122310356229000,489.6,81045.01,81045.00,81045.01,0.8800,0.8900,0.8850,80976.91,KXBTC15M-26MAY062300-00
1778122311369543100,488.6,81045.01,81045.00,81045.01,0.8800,0.8900,0.8850,80976.91,KXBTC15M-26MAY062300-00
1778122312384357900,487.6,81045.01,81045.00,81045.01,0.8800,0.8900,0.8850,80976.91,KXBTC15M-26MAY062300-00
1778122313396706700,486.6,81048.03,81048.02,81048.03,0.8800,0.8900,0.8850,80976.91,KXBTC15M-26MAY062300-00
1778122314403053200,485.6,81048.03,81048.02,81048.03,0.8800,0.8900,0.8850,80976.91,KXBTC15M-26MAY062300-00
1778122315415583400,484.6,81048.03,81048.02,81048.03,0.8800,0.8900,0.8850,80976.91,KXBTC15M-26MAY062300-00
1778122316429749100,483.6,81048.03,81048.02,81048.03,0.9010,0.9070,0.9040,80976.91,KXBTC15M-26MAY062300-00
1778122317444591000,482.6,81048.03,81048.02,81048.03,0.9010,0.9070,0.9040,80976.91,KXBTC15M-26MAY062300-00
1778122318454241000,481.5,81048.03,81048.02,81048.03,0.9010,0.9070,0.9040,80976.91,KXBTC15M-26MAY062300-00
1778122319470547400,480.5,81050.38,81050.37,81050.38,0.9010,0.9070,0.9040,80976.91,KXBTC15M-26MAY062300-00
1778122320482234100,479.5,81050.38,81050.37,81050.38,0.9010,0.9070,0.9040,80976.91,KXBTC15M-26MAY062300-00
1778122321495809900,478.5,81050.38,81050.37,81050.38,0.9010,0.9070,0.9040,80976.91,KXBTC15M-26MAY062300-00
1778122322496711000,477.5,81050.38,81050.37,81050.38,0.9010,0.9070,0.9040,80976.91,KXBTC15M-26MAY062300-00
1778122323501124500,476.5,81057.21,81057.20,81057.21,0.9010,0.9070,0.9040,80976.91,KXBTC15M-26MAY062300-00
1778122324516230300,475.5,81057.21,81057.20,81057.21,0.9010,0.9070,0.9040,80976.91,KXBTC15M-26MAY062300-00
1778122325524942700,474.5,81057.21,81057.20,81057.21,0.9010,0.9070,0.9040,80976.91,KXBTC15M-26MAY062300-00
1778122326537796900,473.5,81057.21,81057.20,81057.21,0.9070,0.9090,0.9080,80976.91,KXBTC15M-26MAY062300-00
1778122327551204300,472.4,81057.21,81057.20,81057.21,0.9070,0.9090,0.9080,80976.91,KXBTC15M-26MAY062300-00
1778122328566283600,471.4,81057.21,81057.20,81057.21,0.9070,0.9090,0.9080,80976.91,KXBTC15M-26MAY062300-00
1778122329571040900,470.4,81072.00,81071.99,81072.00,0.9070,0.9090,0.9080,80976.91,KXBTC15M-26MAY062300-00
1778122330583894400,469.4,81080.99,81080.98,81080.99,0.9070,0.9090,0.9080,80976.91,KXBTC15M-26MAY062300-00
1778122331584688000,468.4,81085.99,81085.98,81085.99,0.9070,0.9090,0.9080,80976.91,KXBTC15M-26MAY062300-00
1778122332598837000,467.4,81085.98,81085.98,81085.99,0.9070,0.9090,0.9080,80976.91,KXBTC15M-26MAY062300-00
1778122333612201000,466.4,81085.98,81085.98,81085.99,0.9070,0.9090,0.9080,80976.91,KXBTC15M-26MAY062300-00
1778122334624627000,465.4,81085.99,81085.98,81085.99,0.9070,0.9090,0.9080,80976.91,KXBTC15M-26MAY062300-00
1778122335636838000,464.4,81085.98,81085.98,81085.99,0.9070,0.9090,0.9080,80976.91,KXBTC15M-26MAY062300-00
1778122336652791800,463.3,81085.98,81085.98,81085.99,0.9420,0.9490,0.9455,80976.91,KXBTC15M-26MAY062300-00
1778122337662072300,462.3,81085.98,81085.98,81085.99,0.9420,0.9490,0.9455,80976.91,KXBTC15M-26MAY062300-00
1778122338676946000,461.3,81092.99,81092.98,81092.99,0.9420,0.9490,0.9455,80976.91,KXBTC15M-26MAY062300-00
1778122339679350900,460.3,81088.77,81088.76,81088.77,0.9420,0.9490,0.9455,80976.91,KXBTC15M-26MAY062300-00
1778122340683100200,459.3,81080.98,81080.98,81080.99,0.9420,0.9490,0.9455,80976.91,KXBTC15M-26MAY062300-00
1778122341683647200,458.3,81085.06,81085.05,81085.06,0.9420,0.9490,0.9455,80976.91,KXBTC15M-26MAY062300-00
1778122342696295200,457.3,81085.06,81085.05,81085.06,0.9420,0.9490,0.9455,80976.91,KXBTC15M-26MAY062300-00
1778122343712416100,456.3,81087.81,81087.81,81087.82,0.9420,0.9490,0.9455,80976.91,KXBTC15M-26MAY062300-00
1778122344724875100,455.3,81080.98,81080.98,81080.99,0.9420,0.9490,0.9455,80976.91,KXBTC15M-26MAY062300-00
1778122345736275000,454.3,81080.99,81080.98,81080.99,0.9420,0.9490,0.9455,80976.91,KXBTC15M-26MAY062300-00
1778122346744405500,453.3,81081.59,81081.58,81081.59,0.9430,0.9550,0.9490,80976.91,KXBTC15M-26MAY062300-00
1778122347748290100,452.3,81081.59,81081.58,81081.59,0.9430,0.9550,0.9490,80976.91,KXBTC15M-26MAY062300-00
1778122348762457600,451.2,81077.04,81077.03,81077.04,0.9430,0.9550,0.9490,80976.91,KXBTC15M-26MAY062300-00
1778122349777052900,450.2,81077.04,81077.03,81077.04,0.9430,0.9550,0.9490,80976.91,KXBTC15M-26MAY062300-00
1778122350790145700,449.2,81077.04,81077.03,81077.04,0.9430,0.9550,0.9490,80976.91,KXBTC15M-26MAY062300-00
1778122351793986500,448.2,81078.95,81078.94,81078.95,0.9430,0.9550,0.9490,80976.91,KXBTC15M-26MAY062300-00
1778122352795005700,447.2,81079.51,81079.50,81079.51,0.9430,0.9550,0.9490,80976.91,KXBTC15M-26MAY062300-00
1778122353796100600,446.2,81079.51,81079.50,81079.51,0.9430,0.9550,0.9490,80976.91,KXBTC15M-26MAY062300-00
1778122354798873300,445.2,81079.77,81079.76,81079.77,0.9430,0.9550,0.9490,80976.91,KXBTC15M-26MAY062300-00
1778122355810483700,444.2,81087.46,81087.45,81087.46,0.9430,0.9550,0.9490,80976.91,KXBTC15M-26MAY062300-00
1778122356820973800,443.2,81087.91,81087.90,81087.91,0.9500,0.9540,0.9520,80976.91,KXBTC15M-26MAY062300-00
1778122357821748300,442.2,81087.91,81087.90,81087.91,0.9500,0.9540,0.9520,80976.91,KXBTC15M-26MAY062300-00
1778122358834393100,441.2,81087.91,81087.90,81087.91,0.9500,0.9540,0.9520,80976.91,KXBTC15M-26MAY062300-00
1778122359849079800,440.2,81087.91,81087.90,81087.91,0.9500,0.9540,0.9520,80976.91,KXBTC15M-26MAY062300-00
1778122360849534000,439.2,81089.68,81089.67,81089.68,0.9500,0.9540,0.9520,80976.91,KXBTC15M-26MAY062300-00
1778122361859625300,438.1,81089.67,81089.67,81089.68,0.9500,0.9540,0.9520,80976.91,KXBTC15M-26MAY062300-00
1778122362874250000,437.1,81089.67,81089.67,81089.68,0.9500,0.9540,0.9520,80976.91,KXBTC15M-26MAY062300-00
1778122363889259100,436.1,81089.67,81089.67,81089.68,0.9500,0.9540,0.9520,80976.91,KXBTC15M-26MAY062300-00
1778122364904245300,435.1,81089.67,81089.67,81089.68,0.9500,0.9540,0.9520,80976.91,KXBTC15M-26MAY062300-00
1778122365913667200,434.1,81089.68,81089.67,81089.68,0.9500,0.9540,0.9520,80976.91,KXBTC15M-26MAY062300-00
1778122366929921900,433.1,81089.68,81089.67,81089.68,0.9500,0.9520,0.9510,80976.91,KXBTC15M-26MAY062300-00
1778122367930293500,432.1,81089.68,81089.67,81089.68,0.9500,0.9520,0.9510,80976.91,KXBTC15M-26MAY062300-00
1778122368943942200,431.1,81089.68,81089.67,81089.68,0.9500,0.9520,0.9510,80976.91,KXBTC15M-26MAY062300-00
1778122369958025700,430.0,81092.99,81092.98,81092.99,0.9500,0.9520,0.9510,80976.91,KXBTC15M-26MAY062300-00
1778122370972499100,429.0,81097.83,81097.82,81097.83,0.9500,0.9520,0.9510,80976.91,KXBTC15M-26MAY062300-00
1778122371984140800,428.0,81097.83,81097.82,81097.83,0.9500,0.9520,0.9510,80976.91,KXBTC15M-26MAY062300-00
1778122372994547400,427.0,81097.83,81097.82,81097.83,0.9500,0.9520,0.9510,80976.91,KXBTC15M-26MAY062300-00
1778122373995492100,426.0,81097.83,81097.82,81097.83,0.9500,0.9520,0.9510,80976.91,KXBTC15M-26MAY062300-00
1778122374997236900,425.0,81097.83,81097.82,81097.83,0.9500,0.9520,0.9510,80976.91,KXBTC15M-26MAY062300-00
1778122375997427600,424.0,81097.83,81097.82,81097.83,0.9500,0.9520,0.9510,80976.91,KXBTC15M-26MAY062300-00
1778122377004463200,423.0,81097.83,81097.82,81097.83,0.9620,0.9670,0.9645,80976.91,KXBTC15M-26MAY062300-00
1778122378018228400,422.0,81097.83,81097.82,81097.83,0.9620,0.9670,0.9645,80976.91,KXBTC15M-26MAY062300-00
1778122379028770700,421.0,81097.83,81097.82,81097.83,0.9620,0.9670,0.9645,80976.91,KXBTC15M-26MAY062300-00
1778122380043869600,420.0,81097.83,81097.82,81097.83,0.9620,0.9670,0.9645,80976.91,KXBTC15M-26MAY062300-00
1778122381059282100,418.9,81097.83,81097.82,81097.83,0.9620,0.9670,0.9645,80976.91,KXBTC15M-26MAY062300-00
1778122382074434800,417.9,81097.82,81097.82,81097.83,0.9620,0.9670,0.9645,80976.91,KXBTC15M-26MAY062300-00
1778122383074552800,416.9,81092.21,81092.20,81094.01,0.9620,0.9670,0.9645,80976.91,KXBTC15M-26MAY062300-00
1778122384080172500,415.9,81072.57,81072.56,81072.57,0.9620,0.9670,0.9645,80976.91,KXBTC15M-26MAY062300-00
1778122385094672100,414.9,81072.57,81072.56,81072.57,0.9620,0.9670,0.9645,80976.91,KXBTC15M-26MAY062300-00
1778122386107660700,413.9,81072.57,81072.56,81072.57,0.9620,0.9670,0.9645,80976.91,KXBTC15M-26MAY062300-00
1778122387121502400,412.9,81072.57,81072.56,81072.57,0.9440,0.9480,0.9460,80976.91,KXBTC15M-26MAY062300-00
1778122388121937800,411.9,81072.56,81072.56,81072.57,0.9440,0.9480,0.9460,80976.91,KXBTC15M-26MAY062300-00
1778122389123481100,410.9,81072.56,81072.56,81072.57,0.9440,0.9480,0.9460,80976.91,KXBTC15M-26MAY062300-00
1778122390137286100,409.9,81069.49,81069.49,81069.50,0.9440,0.9480,0.9460,80976.91,KXBTC15M-26MAY062300-00
1778122391150015600,408.8,81069.49,81069.49,81069.50,0.9440,0.9480,0.9460,80976.91,KXBTC15M-26MAY062300-00
1778122392163249700,407.8,81069.49,81069.49,81069.50,0.9440,0.9480,0.9460,80976.91,KXBTC15M-26MAY062300-00
1778122393175674600,406.8,81069.49,81069.49,81069.50,0.9440,0.9480,0.9460,80976.91,KXBTC15M-26MAY062300-00
1778122394189494600,405.8,81069.49,81069.49,81069.50,0.9440,0.9480,0.9460,80976.91,KXBTC15M-26MAY062300-00
1778122395204119800,404.8,81069.49,81069.49,81069.50,0.9440,0.9480,0.9460,80976.91,KXBTC15M-26MAY062300-00
1778122396213870600,403.8,81069.49,81069.49,81069.50,0.9440,0.9480,0.9460,80976.91,KXBTC15M-26MAY062300-00
1778122397227272700,402.8,81069.49,81069.49,81069.50,0.9320,0.9410,0.9365,80976.91,KXBTC15M-26MAY062300-00
1778122398241478500,401.8,81069.49,81069.49,81069.50,0.9320,0.9410,0.9365,80976.91,KXBTC15M-26MAY062300-00
1778122399241981900,400.8,81069.50,81069.49,81069.50,0.9320,0.9410,0.9365,80976.91,KXBTC15M-26MAY062300-00
1778122400243642700,399.8,81068.27,81068.27,81068.28,0.9320,0.9410,0.9365,80976.91,KXBTC15M-26MAY062300-00
1778122401244427300,398.8,81068.27,81068.27,81068.28,0.9320,0.9410,0.9365,80976.91,KXBTC15M-26MAY062300-00
1778122402253802100,397.7,81074.00,81073.99,81074.00,0.9320,0.9410,0.9365,80976.91,KXBTC15M-26MAY062300-00
1778122403268613800,396.7,81073.99,81073.99,81074.00,0.9320,0.9410,0.9365,80976.91,KXBTC15M-26MAY062300-00
1778122404281704800,395.7,81074.00,81073.99,81074.00,0.9320,0.9410,0.9365,80976.91,KXBTC15M-26MAY062300-00
1778122405293748700,394.7,81075.63,81075.62,81075.63,0.9320,0.9410,0.9365,80976.91,KXBTC15M-26MAY062300-00
1778122406307590900,393.7,81078.69,81078.69,81078.70,0.9320,0.9410,0.9365,80976.91,KXBTC15M-26MAY062300-00
1778122407320622000,392.7,81078.69,81078.69,81078.70,0.9460,0.9500,0.9480,80976.91,KXBTC15M-26MAY062300-00
