ts_ns,tau_s,btc_microprice,btc_bid,btc_ask,cb_microprice,bn_microprice,yes_bid,yes_ask,yes_mid,floor_strike,window_ticker
1778132227227109300,472.8,81053.50,81053.49,81053.50,81053.50,81053.50,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132227337871500,472.7,81053.50,81053.49,81053.50,81053.50,81053.50,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132227446762000,472.6,81053.50,81053.49,81053.50,81053.50,81053.50,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132227555799700,472.4,81053.50,81053.49,81053.50,81053.50,81053.50,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132227664725100,472.3,81053.50,81053.49,81053.50,81053.50,81053.50,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132227773385900,472.2,81053.50,81053.49,81053.50,81053.50,81053.50,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132227877844200,472.1,81053.50,81053.49,81053.50,81053.50,81053.50,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132227991649500,472.0,81053.50,81053.49,81053.50,81053.50,81053.50,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132228099144400,471.9,81053.50,81053.49,81053.50,81053.50,81053.50,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132228207258400,471.8,81053.50,81053.49,81053.50,81053.50,81053.50,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132228317913000,471.7,81053.50,81053.49,81053.50,81053.50,81053.50,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132228425951800,471.6,81053.50,81053.49,81053.50,81053.50,81053.50,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132228536135400,471.5,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132228643924000,471.4,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132228744709100,471.3,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132228847189100,471.2,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132228955728200,471.0,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132229065648400,470.9,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132229173867000,470.8,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132229283892100,470.7,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132229394589100,470.6,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132229505031500,470.5,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132229614312700,470.4,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132229724454200,470.3,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132229834011500,470.2,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132229942357600,470.1,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132230053139800,469.9,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132230161907600,469.8,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132230271572500,469.7,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132230380129000,469.6,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132230489494300,469.5,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132230598503000,469.4,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132230708845700,469.3,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132230819081500,469.2,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132230929292300,469.1,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132231039073700,469.0,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132231149216200,468.9,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132231259875000,468.7,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132231368079600,468.6,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132231478099300,468.5,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132231586584000,468.4,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132231697019100,468.3,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132231807454300,468.2,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132231917008500,468.1,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132232026300100,468.0,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132232134162200,467.9,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132232242217700,467.8,81056.46,81056.45,81056.46,81056.46,81056.46,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132232351585400,467.6,81056.45,81056.45,81056.46,81056.45,81056.45,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132232460093600,467.5,81056.45,81056.45,81056.46,81056.45,81056.45,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132232569781600,467.4,81056.45,81056.45,81056.46,81056.45,81056.45,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132232678870700,467.3,81056.45,81056.45,81056.46,81056.45,81056.45,0.1800,0.1900,0.1850,81105.82,KXBTC15M-26MAY070145-45
1778132232789777300,467.2,81056.45,81056.45,81056.46,81056.45,81056.45,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132232900042300,467.1,81056.45,81056.45,81056.46,81056.45,81056.45,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132233009457800,467.0,81056.45,81056.45,81056.46,81056.45,81056.45,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132233117987500,466.9,81056.45,81056.45,81056.46,81056.45,81056.45,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132233226228700,466.8,81056.45,81056.45,81056.46,81056.45,81056.45,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132233335921900,466.7,81056.45,81056.45,81056.46,81056.45,81056.45,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132233445931700,466.6,81056.45,81056.45,81056.46,81056.45,81056.45,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132233555186500,466.4,81056.45,81056.45,81056.46,81056.45,81056.45,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132233664603700,466.3,81056.45,81056.45,81056.46,81056.45,81056.45,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132233773880700,466.2,81056.45,81056.45,81056.46,81056.45,81056.45,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132233882392700,466.1,81056.45,81056.45,81056.46,81056.45,81056.45,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132233990521600,466.0,81056.45,81056.45,81056.46,81056.45,81056.45,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132234100347500,465.9,81056.45,81056.45,81056.46,81056.45,81056.45,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132234209270800,465.8,81056.45,81056.45,81056.46,81056.45,81056.45,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132234316709600,465.7,81056.45,81056.45,81056.46,81056.45,81056.45,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132234428610800,465.6,81056.45,81056.45,81056.46,81056.45,81056.45,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132234535983800,465.5,81056.45,81056.45,81056.46,81056.45,81056.45,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132234649625300,465.4,81056.45,81056.45,81056.46,81056.45,81056.45,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132234757970200,465.2,81056.46,81056.45,81056.46,81056.46,81056.46,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132234866968100,465.1,81056.46,81056.45,81056.46,81056.46,81056.46,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132234970117200,465.0,81056.46,81056.45,81056.46,81056.46,81056.46,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132235084772000,464.9,81059.99,81059.98,81059.99,81059.99,81059.99,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132235193918800,464.8,81059.99,81059.98,81059.99,81059.99,81059.99,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132235302017400,464.7,81059.99,81059.98,81059.99,81059.99,81059.99,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132235412634800,464.6,81059.99,81059.98,81059.99,81059.99,81059.99,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132235521584800,464.5,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132235626835300,464.4,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132235733651600,464.3,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132235849636100,464.2,81065.18,81065.17,81065.18,81065.18,81065.18,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132235958872400,464.0,81065.18,81065.17,81065.18,81065.18,81065.18,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132236069221700,463.9,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132236178290600,463.8,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132236288598000,463.7,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132236398383600,463.6,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132236499984800,463.5,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132236616063200,463.4,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132236722806300,463.3,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132236832780900,463.2,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132236941043800,463.1,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132237051479100,462.9,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132237160446800,462.8,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132237269622000,462.7,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132237377583500,462.6,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132237485884100,462.5,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132237593944300,462.4,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132237703069600,462.3,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132237811501600,462.2,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132237916701700,462.1,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132238031856200,462.0,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132238141166900,461.9,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132238242796800,461.8,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132238344920800,461.7,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132238454036200,461.5,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132238561933200,461.4,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132238670921000,461.3,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132238782873700,461.2,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132238892629600,461.1,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132239001826000,461.0,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132239111223800,460.9,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
1778132239220326400,460.8,81065.17,81065.17,81065.18,81065.17,81065.17,0.2100,0.2200,0.2150,81105.82,KXBTC15M-26MAY070145-45
